mfcc_11_std,mfcc_2_std,mfcc_9_mean,mfcc_1_mean,mfcc_5_std,mfcc_4_std,mfcc_10_std,label
4.126869859974297,6.403181026755301,11.847910988117793,76.09542382920708,3.4304870128897718,5.272903352450602,8.416341411776108,asep_tutup
4.807991201478522,13.758578327833789,-2.0621682562271877,105.07975218286823,11.65249807264548,18.91732061221427,20.818236727252426,yotan_tutup
5.816457414341598,24.703269653932857,-5.70024187546829,104.91675460924776,13.649833928100067,13.019023983046711,21.49460804437964,yotan_tutup
6.185442449813075,5.677770706766755,10.125527619981726,71.56382357433121,6.699242874701954,5.812713965408697,8.203545971722827,asep_tutup
5.246339898492,14.04458659059828,-9.555112409337198,62.29145993428504,15.033220410399597,13.679497467280244,19.749712590019083,yotan_tutup
3.6034907958775517,12.87318618493821,0.1274894090026313,24.019811116257355,5.741720767838083,5.68686791046121,12.059509729392992,asep_buka
15.223189950109598,37.754159706264076,4.761691640619095,154.25285247001977,15.315444212112425,14.17524012587428,17.29868039535002,yotan_buka
9.314985960463604,31.621528553219616,12.389445725154513,146.54506888193774,12.455736832886657,10.934754756524189,16.40195039310241,yotan_buka
11.208504868850358,44.42965296170938,9.607917709404004,148.95219477256876,15.646020363043762,14.194287793436283,18.367482368105122,yotan_buka
4.840851734797326,21.267986510370278,0.9458270767052024,31.251878716064496,6.348083690354373,6.126830927890267,11.142024481752255,asep_buka
4.3901601371439085,11.284611389617414,-7.065950454105348,49.116135409787645,16.21356633411827,16.01859846079489,21.583392129925393,yotan_tutup
14.25009508621249,20.2926743000359,0.3671175841000226,43.15596251043912,9.041215293832598,10.5142890708762,14.734310451683696,asep_buka
6.106688229929508,18.76846381391104,-6.897886440204743,88.6631635108116,17.73201447239466,14.558915433575228,19.422985275363693,yotan_tutup
8.279133120604365,36.244142769237406,-2.431443855533028,77.81544788248347,10.56292947347824,19.47637604134304,12.441501803965764,yotan_buka
10.45953664101326,44.24963204506586,4.713123828377939,139.997432346026,18.189672457689806,16.470563620365425,15.84058421605862,yotan_buka
4.762909380209205,13.493565234571857,-1.5135825301068613,50.370119041801566,6.948219526708004,6.251383783602136,12.479456715345119,yotan_tutup
9.652970149314129,48.72462974828432,4.846211332169205,129.91414483524022,11.343826298096515,17.84573436619431,18.883111818244316,yotan_buka
6.742256662466307,14.931492543953503,-9.365615635179994,58.13432203490559,13.210346238875765,13.293643635929536,18.7382349005581,yotan_tutup
6.38301930338452,15.198371976496992,-7.865305248324592,102.5956389677831,8.843024376786271,13.19520834240167,17.42769759794392,yotan_tutup
7.308384484238508,14.792449608715389,6.467198700919564,86.97575672866061,9.353387132897339,9.04713789041584,14.714020311493089,asep_buka
14.554628216490293,41.0103878391439,10.477586855181674,112.25316453109555,14.953531675132393,21.01997630378741,16.67730239571367,yotan_buka
3.15731197645462,4.656276685402123,2.2122346900748373,7.982769247730059,3.1962671569281347,3.866998606171494,3.03317048531533,asep_tutup
5.7170006691410835,5.7368580338246415,14.320828112486048,73.61934780084704,4.507260046421309,5.772777676780793,7.456237688076372,asep_tutup
17.00497419266184,39.802899902957776,8.423969176269662,144.3110748973246,13.914413911887204,13.333032140902162,18.122999773495557,yotan_buka
14.285694725876832,11.435629216351124,-11.226955894948935,131.88842203070644,11.05452493877854,12.220846476486264,13.206645994651206,yotan_tutup
10.119729253105165,32.229442763913326,4.627440438351043,131.43024777218054,12.308754966830083,17.506764628019795,14.821725132741383,yotan_buka
9.201642582060794,43.143516620736825,2.9459387536124653,136.22023806080782,17.449083885237272,12.70817144123896,12.687410270357983,yotan_buka
10.940143601178491,10.114166482577323,-9.045605065923972,128.90221796194186,10.335888493388905,12.864932940175892,10.776512637661378,yotan_tutup
5.9340043126369775,13.139390620479057,-5.7722980025959005,106.69820263197204,9.9547596007745,19.31350522729139,17.633529378500285,yotan_tutup
2.8087748067033154,11.254732236075151,1.8760765392775622,47.094175378012004,3.1839091600238443,10.385451148621838,14.753700288242722,asep_tutup
4.503057327876487,14.41179316056068,-4.397536675723663,96.58225817760707,11.453092297791182,19.83036474269523,19.1302173661228,yotan_tutup
4.138292294996813,12.530073239224174,0.03066073538802575,19.18766408445126,2.1229011778889255,7.176496757402826,5.492705357668874,asep_buka
14.125082748777803,39.658815966896455,1.8400838439801404,115.74304895150944,14.719135340341158,16.452603785313606,14.786099188913544,yotan_buka
6.499044214524901,15.157544276061268,-7.861082838808894,102.94977803685505,8.857642463163526,13.30782952600238,17.324625789629238,yotan_tutup
4.138791204934854,9.731109345766615,0.03688560334498125,21.81665879564159,7.062928073736819,4.063652719491392,7.830682205106504,asep_tutup
6.533013869815749,4.255004594326054,17.79020389316243,68.52922021004315,3.2063233739332944,3.710248270453507,7.1332059074959675,asep_buka
9.720026969270569,15.57124378257085,5.040564781293899,83.92839048880693,8.974619214814414,9.601879658001868,15.925856466346316,asep_buka
3.7530216178289555,6.77025238536652,9.052132015695834,135.52766790845632,7.581361489170014,6.711344814252035,3.070369746675682,yotan_buka
13.320031887472005,66.4806900316112,3.549809007144924,134.0857010996041,15.010229006083147,19.971401341450612,17.28458042759085,yotan_buka
5.482142436686427,8.622086754149423,-0.7750241419108199,17.42854408637672,4.341441257460163,4.261453700544096,9.86341381965819,asep_tutup
9.763165315781954,38.498353842327795,9.008240144546741,150.49802699424293,12.365083026935928,11.540443133185438,16.947691424357046,yotan_buka
3.7950276173617272,23.059623117148586,3.371450985033413,47.582765453826845,9.294685074883741,7.262814867587262,13.38667274571405,asep_buka
4.705630134885486,10.796417092613483,8.007750516436573,139.52294338162244,15.798287087405354,8.620167144608029,25.723670870484668,yotan_tutup
10.769325943968848,20.959044647901315,3.289886338456112,78.87223775378827,9.05654582264663,10.886209476336353,16.09653177273821,asep_buka
2.3077440689721636,5.810579534292549,1.077435416544899,15.225932886849792,1.5620525477983298,2.3582641223277707,11.2178021648986,asep_tutup
6.353200364717908,4.619596688247857,11.292238144179299,65.39512096889494,3.525700776793878,4.751012524832046,6.119977496545899,asep_buka
9.053344680622176,35.80945179168126,7.853034667204426,145.87803652585725,12.117118263800055,11.811815582752175,17.067177087801173,yotan_buka
4.9777800887352734,4.555985854099401,8.956275043040803,69.98722972466655,4.28301195856997,3.8430608554731567,8.108657964942998,asep_tutup
3.7736043808482167,5.044367455745335,-0.038590569943764,16.824033664117454,3.852738118256235,3.4570914278383342,12.005270413278856,asep_tutup
5.092853932775841,8.476633093763422,18.770420747768657,61.40135921018256,4.915332130236915,9.527651945965545,6.691655897876071,asep_buka
6.6960198925826155,13.660792205668205,-12.390401205642975,67.24288075678693,13.409418579733636,12.056756619036879,20.252178422204274,yotan_tutup
14.18922177491009,24.48778738723729,1.034739943794999,78.17659735305408,9.492259865860364,9.52111212007651,17.470440458001192,asep_buka
5.50004171173395,7.387239541569732,11.919861430469984,78.85297202262895,6.038763424820128,5.48858175217454,7.506532904705173,asep_tutup
3.714978553601975,6.909858978436312,8.082508390052569,122.68795129458559,7.557059583715093,6.495182869092683,2.866865056028056,yotan_buka
5.388976119991424,5.905634421825393,13.12899728641171,80.94265271469175,5.458433899660805,6.243744677506553,8.306428304632894,asep_tutup
4.434047410029936,5.29221008917623,3.7815582464653503,28.326519859968048,3.3415977718982086,3.952456266952248,4.374930939158093,asep_tutup
2.938715680097725,5.535331447611161,-0.1655215562976963,11.306194927679076,1.408094037206789,2.2300453868700574,8.250982420746274,asep_tutup
6.86651920281449,18.492391530778058,-7.880871361986681,80.57219574207201,18.895882222177686,13.704534752837613,19.38475409046579,yotan_tutup
5.6428061374279,5.637321782864605,15.877452227336564,67.61209073993982,4.940142635761742,3.7980086053595983,7.193081343260584,asep_buka
6.016823750540829,8.215921976570206,6.933539999387886,58.09469289180349,5.111485655689405,4.160965780085169,10.476078032190006,asep_tutup
5.538653469467355,6.060520159744628,11.0036589696523,75.83426482257127,4.970500131968478,3.8663607225469905,8.36739490513322,asep_tutup
2.7250066317804875,5.790093975211986,1.5449673966051642,15.603592742214857,1.8248757688763422,2.562010014702636,8.547288461818807,asep_tutup
8.506018551253984,19.24935069986819,4.463914856392427,75.57365779039782,8.560319448115333,8.428414788211526,16.016926805295217,asep_buka
2.367643702786656,10.574578819463245,2.351343443185705,22.995399627357923,4.823435653726292,4.322206797320708,6.501466381978313,asep_tutup
3.601150222204541,10.383434174647082,3.563462144710131,48.90206076117433,5.9360707222800135,6.751537027064015,5.363226479074426,asep_tutup
5.584979911831807,8.475850433352585,-2.98520860530369,21.37081321770474,5.114069676231332,4.739442745898647,6.526389046201808,asep_tutup
3.728987990363894,4.71515017179051,9.126882927144594,69.88392765495085,4.763829891306177,4.70175837926134,9.150757195625932,asep_tutup
9.794565897541208,16.97789090255182,0.811715892866662,27.5815733963943,5.963384986174515,11.168529132572381,10.921516987916126,asep_buka
